,Contact ID,Average Pageviews,Number of Pageviews,Number of Sessions,IP Country,url0,url1,url2,url3
235880,26600251,1,1,1,sweden,5,0,0,0
235881,26600801,4,4,1,nigeria,3,7,5,7
235882,28068601,4,4,1,india,6,7,5,0
235883,29146901,2,2,1,india,4,0,0,0
235884,29162051,3,6,2,hong kong,5,0,0,0
235885,29180051,1,1,1,india,5,0,0,0
235886,29202101,1,1,1,france,4,0,0,0
235888,29220151,3,6,2,netherlands,2,4,2,4
235890,29258001,1,1,1,india,7,0,0,0
235891,29264401,4,4,1,united states,2,9,5,0
235892,33899051,2,2,1,canada,3,0,0,0
235893,33903051,4,27,6,italy,5,7,5,7
235894,21075951,1,1,1,nepal,5,0,0,0
235899,26039041,2,11,4,australia,6,7,3,7
235907,28077101,4,4,1,india,3,7,5,0
235908,28264101,7,7,1,pakistan,6,14,1,4
235909,28270751,3,3,1,canada,5,0,0,0
235910,28281351,0,0,1,united states,5,0,0,0
235912,28287601,2,2,1,turkey,3,5,0,0
235913,33917151,0,0,1,united kingdom,4,0,0,0
235914,34109651,0,0,1,canada,4,0,0,0
235915,34123001,2,2,1,india,9,7,0,0
235916,34129151,4,4,1,india,3,4,0,0
235917,36015101,4,9,2,luxembourg,2,2,2,7
235918,36016501,4,4,1,united arab emirates,6,6,5,0
235919,36026651,2,2,1,india,5,0,0,0
235920,11079251,2,2,1,australia,5,0,0,0
235921,21080401,1,1,1,uganda,4,0,0,0
235922,21085351,0,1,2,china,5,0,0,0
235923,21088651,0,0,1,spain,2,0,0,0
235924,21093551,1,1,1,australia,5,0,0,0
235925,21130301,1,1,1,united states,4,0,0,0
235926,25159651,1,1,1,united states,5,0,0,0
235932,28078301,2,14,5,india,3,1,4,6
235934,28097601,3,3,1,netherlands,5,0,0,0
235935,28304201,2,2,1,united states,5,0,0,0
235936,28304751,0,0,1,india,5,0,0,0
235938,29299901,1,1,1,hong kong,5,0,0,0
235939,34141001,0,0,1,japan,2,0,0,0
235940,34150901,1,5,3,brazil,2,7,5,0
235941,11086401,0,0,1,united states,5,0,0,0
235942,11087301,1,1,1,united states,3,0,0,0
235943,11108701,3,3,1,india,5,0,0,0
235944,11124301,0,0,1,belgium,5,0,0,0
235945,25161151,2,2,1,india,5,0,0,0
235946,25878801,1,7,4,south africa,2,5,0,0
235947,25880551,2,11,5,united states,3,7,6,7
235950,28105251,2,5,2,hong kong,5,0,0,0
235951,28105501,0,0,1,morocco,5,0,0,0
235952,28123151,0,0,1,united states,4,0,0,0
235953,28140401,0,0,1,united states,5,0,0,0
235954,28144951,7,7,1,united states,8,1,4,0
235957,28161901,1,2,2,germany,5,0,0,0
235958,28186351,1,3,3,india,5,0,0,0
235960,28209651,1,1,1,nepal,5,0,0,0
235961,28317201,0,0,1,italy,5,0,0,0
235962,28320701,1,1,1,belgium,5,0,0,0
235963,28324301,2,12,5,singapore,7,4,0,0
235964,11158801,0,0,1,united states,5,0,0,0
235965,11164351,3,3,1,india,14,0,0,0
235966,11165451,1,1,1,united states,3,0,0,0
235967,11173501,1,4,3,pakistan,5,0,0,0
235968,11174901,2,5,2,united kingdom,3,4,0,0
235969,11179001,0,0,1,united states,5,0,0,0
235970,11190301,0,3,4,malaysia,5,7,0,0
235971,11193551,3,3,1,sweden,4,7,5,0
235972,11199801,1,1,1,netherlands,5,0,0,0
235973,11216401,1,1,1,singapore,5,0,0,0
235974,11224651,4,4,1,india,6,0,0,0
235975,11226951,2,2,1,spain,5,0,0,0
235976,11230601,1,1,1,united states,5,0,0,0
235977,11254201,2,2,1,united states,1,0,0,0
235978,25924101,3,12,4,india,6,4,3,6
235979,25925551,0,0,1,switzerland,5,0,0,0
235980,25926051,0,0,1,mexico,4,0,0,0
235986,28223851,1,1,1,egypt,5,0,0,0
235987,28227001,1,2,2,nepal,7,5,0,0
235988,28228551,1,1,1,ghana,5,0,0,0
235990,29301051,1,1,1,united states,5,0,0,0
235991,36041851,3,3,1,india,5,7,5,0
235992,25931701,7,7,1,united states,6,5,0,0
235993,25950901,2,4,2,canada,2,0,0,0
235994,25952351,3,3,1,russian federation,6,5,0,0
235995,25963601,1,1,1,united states,5,0,0,0
235998,28242501,2,2,1,peru,3,7,0,0
235999,28324551,4,9,2,france,5,7,2,9
236000,28343801,1,1,1,united states,3,0,0,0
236001,28350501,1,2,2,canada,5,0,0,0
236002,28350651,2,2,1,india,5,0,0,0
236003,28355051,1,1,1,india,4,0,0,0
236004,28361901,1,1,1,united states,5,0,0,0
236005,28372051,2,8,3,united states,3,3,6,14
236006,29307551,2,2,1,india,3,7,0,0
236007,29316951,1,1,1,india,5,0,0,0
236008,29325301,1,5,3,india,7,3,7,5
236010,11259701,1,1,1,australia,5,0,0,0
236011,24696001,2,4,2,united states,4,0,0,0
236012,25166051,1,7,4,chile,5,7,5,7
236013,25170101,0,0,1,india,5,0,0,0
236015,25203951,1,1,1,india,7,0,0,0
236016,25216251,2,2,1,france,5,0,0,0
236017,25450151,2,10,4,india,7,4,7,3
236018,25972551,2,4,2,jordan,5,6,0,0
236019,28263601,2,4,2,united states,3,3,2,0
236020,28265551,1,1,1,united states,3,0,0,0
236021,28266001,3,3,1,brazil,3,5,0,0
236022,28266601,1,1,1,united states,3,0,0,0
236023,28267401,1,1,1,poland,5,0,0,0
236024,28269301,3,6,2,india,5,3,5,0
236025,28278301,1,1,1,united states,5,0,0,0
236026,29325651,1,3,2,malaysia,5,0,0,0
236027,29586151,1,1,1,switzerland,4,0,0,0
236028,29586451,1,1,1,australia,5,0,0,0
236030,11280901,1,3,2,thailand,7,5,0,0
236039,28285801,0,0,1,united states,5,0,0,0
236040,28300301,1,3,2,india,5,0,0,0
236041,28300751,0,0,1,united states,4,0,0,0
236042,28308551,2,16,8,india,8,3,6,7
236043,28314401,1,1,1,italy,4,0,0,0
236044,28319351,1,1,1,ukraine,5,0,0,0
236045,28320251,2,2,1,australia,5,0,0,0
236046,28336051,0,0,1,india,4,0,0,0
236047,28338601,1,1,1,india,5,0,0,0
236048,28338951,6,6,1,germany,9,1,3,3
236049,28345851,1,1,1,united kingdom,5,0,0,0
236050,28347451,5,16,3,india,3,7,4,7
236051,28348151,1,1,1,france,5,0,0,0
236052,29338201,9,19,2,hungary,7,3,3,3
236053,29339201,2,13,5,india,6,7,5,0
236055,33918401,1,1,1,united states,4,0,0,0
236056,24738651,1,38,21,india,9,9,14,3
236057,24742401,1,2,2,sweden,5,0,0,0
236058,24754551,3,12,4,greece,3,2,3,2
236059,24768301,1,1,1,united kingdom,5,0,0,0
236060,24791951,1,3,2,united states,5,0,0,0
236061,24793201,4,9,2,united kingdom,5,0,0,0
236062,25984451,3,3,1,hong kong,5,0,0,0
236063,25995101,1,1,1,netherlands,5,0,0,0
236064,25997551,3,3,1,india,6,5,0,0
236065,25998501,1,1,1,pakistan,3,0,0,0
236066,25999001,1,2,2,india,5,0,0,0
236067,26002801,2,13,5,brazil,6,7,5,6
236068,26003851,0,0,1,armenia,2,0,0,0
236069,26020451,4,29,7,united states,7,4,7,3
236070,26031601,0,0,1,united states,5,0,0,0
236079,29600851,3,3,1,india,6,5,0,0
236080,29614851,3,3,1,pakistan,6,3,0,0
236081,24801301,3,3,1,india,5,0,0,0
236082,24810451,4,4,1,netherlands,4,0,0,0
236084,26039783,2,11,5,united states,5,0,0,0
236087,26039871,1,4,3,united states,4,0,0,0
236089,28348351,3,7,2,china,9,7,5,7
236090,29340051,2,12,5,india,2,5,7,4
236091,29360001,0,0,1,singapore,4,0,0,0
236092,29632601,0,0,1,united states,5,0,0,0
236093,29637651,0,0,1,belgium,5,0,0,0
236094,29641751,2,2,1,united states,9,5,0,0
236095,29642451,1,1,1,india,5,0,0,0
236096,33928551,1,2,2,japan,3,4,0,0
236097,33928701,1,1,1,india,7,0,0,0
236098,33931001,2,2,1,india,6,7,0,0
236099,34156601,1,2,2,canada,7,4,0,0
236100,36044801,1,1,1,india,1,0,0,0
236101,36049851,1,5,3,india,5,0,0,0
236102,36056751,1,1,1,united states,5,0,0,0
236103,36059251,2,2,1,united kingdom,5,0,0,0
236104,36066301,1,2,2,india,5,0,0,0
236106,36070351,1,1,1,singapore,5,0,0,0
236108,26036306,0,2,3,germany,5,0,0,0
236110,26036314,1,2,2,czech republic,3,3,0,0
236115,26249351,0,0,1,germany,2,0,0,0
236116,26251951,1,1,1,australia,5,0,0,0
236117,26266051,2,2,1,brazil,3,0,0,0
236118,26295501,1,51,26,india,6,7,6,3
236119,26309901,1,3,2,south africa,5,0,0,0
236120,26323551,3,29,9,poland,3,7,3,3
236121,26338301,1,5,3,pakistan,7,2,4,0
236122,26340601,4,4,1,india,6,7,5,0
236131,28356101,0,0,1,india,4,0,0,0
236132,33935001,1,1,1,brazil,4,0,0,0
236133,33941851,1,5,3,united states,6,4,7,4
236134,24817851,1,1,1,ethiopia,5,0,0,0
236137,26036451,1,1,1,india,4,0,0,0
236143,26353751,1,1,1,thailand,7,0,0,0
236144,26357151,1,3,2,ukraine,6,0,0,0
236145,26363901,4,4,1,senegal,5,6,5,0
236146,26365751,1,2,2,canada,7,4,0,0
236147,26366301,4,4,1,united states,5,0,0,0
236148,26370251,1,1,1,india,4,0,0,0
236149,29369651,9,9,1,germany,6,8,2,0
236150,29380101,6,6,1,germany,5,2,2,5
236151,29386151,1,1,1,india,5,0,0,0
236152,29387501,2,2,1,lebanon,5,0,0,0
236153,29396251,4,4,1,botswana,5,7,5,0
236154,29399601,1,1,1,india,5,0,0,0
236155,29643151,1,1,1,india,4,0,0,0
236156,33954201,2,2,1,japan,7,0,0,0
236157,11314851,4,4,1,switzerland,6,3,3,5
236158,24832951,3,11,3,united states,9,4,0,0
236159,24843501,3,3,1,brazil,6,5,0,0
236160,24851101,2,2,1,hong kong,3,7,0,0
236161,24877701,1,1,1,united states,3,0,0,0
236162,25264551,1,6,4,spain,3,2,3,0
236172,28368001,0,0,1,poland,4,0,0,0
236173,28387901,0,0,1,united states,5,0,0,0
236174,36078051,8,8,1,united states,3,6,3,7
236176,36084251,1,1,1,india,5,0,0,0
236177,36086701,6,6,1,india,6,7,5,0
236179,24884951,0,0,1,spain,5,0,0,0
236180,24885951,2,2,1,netherlands,5,0,0,0
236181,24887051,5,5,1,italy,1,5,0,0
236182,24894401,2,2,1,india,5,0,0,0
236183,24902151,0,0,1,bulgaria,4,0,0,0
236184,24919901,0,0,1,bangladesh,5,0,0,0
236185,24921101,14,14,1,united states,4,9,9,9
236186,24967601,2,2,1,brazil,7,5,0,0
236187,24968401,1,9,5,india,3,7,3,5
236188,24973101,0,0,1,mexico,5,0,0,0
236196,26420451,2,2,1,united states,4,0,0,0
236198,28387451,1,2,2,united states,3,5,0,0
236199,28387951,0,1,2,united kingdom,5,0,0,0
236200,28405251,0,0,1,bulgaria,3,0,0,0
236201,29416451,15,15,1,united states,1,4,3,4
236202,33966351,3,3,1,india,4,0,0,0
236203,36090251,1,3,3,united states,3,5,0,0
236204,24982051,0,0,1,pakistan,5,0,0,0
236205,24982951,3,3,1,germany,5,0,0,0
236206,24987201,2,2,1,poland,5,0,0,0
236207,25010551,2,5,2,argentina,3,1,7,5
236209,26036801,1,1,1,iran (islamic republic of),3,0,0,0
236211,26037093,0,0,1,united states,4,0,0,0
236219,26644951,4,4,1,china,6,3,5,0
236220,26651301,0,0,1,canada,5,0,0,0
236221,26664251,2,2,1,indonesia,3,7,0,0
236222,26678051,2,5,2,united states,2,4,5,0
236223,28388501,7,7,1,united kingdom,4,1,14,0
236224,25017301,3,24,7,pakistan,7,3,3,3
236225,25019901,1,6,4,brazil,5,7,6,5
236226,25021301,2,5,2,united states,3,5,0,0
236227,25021651,3,3,1,morocco,5,6,5,0
236228,25022201,1,2,2,india,2,7,0,0
236229,25047351,5,5,1,united states,6,4,0,0
236230,25451801,2,14,6,india,5,0,0,0
236231,25458501,2,2,1,india,5,0,0,0
236232,25462301,2,6,3,india,3,7,5,0
236233,25463351,1,1,1,saudi arabia,5,0,0,0
236234,28394851,2,2,1,morocco,5,0,0,0
236235,28402651,1,1,1,china,5,0,0,0
236236,28410201,3,11,3,japan,7,5,0,0
236237,28413151,2,2,1,india,4,0,0,0
236238,29417751,1,1,1,brazil,5,0,0,0
236239,29427701,1,3,2,afghanistan,6,5,0,0
236240,29440451,1,6,4,india,2,0,0,0
236241,29443101,7,7,1,india,3,7,5,7
236242,29462901,0,1,2,china,5,0,0,0
236244,29468701,1,7,5,india,5,0,0,0
236245,29471451,1,4,4,united states,5,0,0,0
236246,29473101,2,4,2,russian federation,4,6,7,5
236247,11315051,5,5,1,united states,9,1,4,3
236248,25056201,0,0,1,iran (islamic republic of),5,0,0,0
236249,25077101,3,3,1,india,2,6,7,0
236250,25092302,4,4,1,india,3,7,5,7
236251,25095051,2,2,1,viet nam,7,0,0,0
236252,25107151,4,4,1,indonesia,5,7,5,0
236253,25111501,2,4,2,india,6,3,5,0
236254,25116001,2,2,1,ethiopia,5,0,0,0
236255,25117501,2,2,1,morocco,5,0,0,0
236256,29475301,2,8,3,india,3,3,7,5
236257,29482351,2,6,3,india,5,6,3,7
236258,29484701,2,5,2,india,3,0,0,0
236259,29491201,1,1,1,india,5,0,0,0
236260,29496901,1,2,2,united states,5,0,0,0
236261,29504551,0,0,1,united states,5,0,0,0
236262,29518351,1,1,1,united states,5,0,0,0
236263,29525751,2,2,1,germany,5,0,0,0
236264,29530351,0,0,1,canada,5,0,0,0
236265,29644751,1,5,3,japan,7,0,0,0
236266,29652501,1,3,2,japan,7,5,0,0
236267,29661751,0,0,1,india,5,0,0,0
236268,29668151,6,13,2,india,7,4,9,9
236269,29669401,1,5,4,south korea,3,5,3,5
236271,29694201,1,2,2,india,3,7,0,0
236272,29707351,2,2,1,zimbabwe,2,4,0,0
236273,34161851,1,1,1,india,5,0,0,0
236274,21134651,1,1,1,united kingdom,5,0,0,0
236275,25513451,2,7,3,united states,6,7,5,5
236276,25524101,6,6,1,turkey,5,0,0,0
236277,28416151,2,2,1,india,5,0,0,0
236278,28420451,0,0,1,india,5,0,0,0
236279,28421651,7,7,1,united states,5,4,6,7
236280,28423601,2,7,3,ireland,3,5,7,0
236281,29530951,8,24,3,united states,3,6,3,6
236282,29540801,2,8,3,united states,6,7,5,0
236283,29569201,2,4,2,singapore,7,3,7,0
236284,29573001,0,0,1,spain,5,0,0,0
236285,29589851,1,1,1,mongolia,5,0,0,0
236286,29595051,1,10,9,india,3,7,6,3
236287,29707651,2,2,1,india,3,5,0,0
236288,29711501,3,6,2,china,5,2,5,0
236289,34165301,1,1,1,tunisia,4,0,0,0
236290,34166451,3,3,1,peru,6,1,7,0
236291,34174801,2,5,2,india,6,7,6,5
236292,34177951,3,29,9,united states,3,7,6,7
236293,34184151,3,3,1,india,7,4,0,0
236294,25119901,4,9,2,india,3,3,3,6
236295,25130601,4,4,1,pakistan,5,7,5,0
236296,25146851,2,4,2,united states,7,6,5,0
236297,25149351,1,14,9,united states,6,7,6,7
236298,25557851,1,5,3,india,6,3,5,0
236299,25560051,4,9,2,india,6,6,5,7
236300,26678451,2,5,2,australia,4,0,0,0
236301,29734701,1,1,1,united states,5,0,0,0
236302,29736851,1,2,2,united states,4,0,0,0
236303,34186551,1,7,7,turkey,3,7,5,0
236304,34186951,3,3,1,united states,6,0,0,0
236305,34194601,1,1,1,united states,5,0,0,0
236306,34201901,1,2,2,peru,4,0,0,0
236307,34202401,2,2,1,india,7,5,0,0
236308,34211701,1,7,6,singapore,4,2,4,0
236309,34214151,0,0,1,singapore,5,0,0,0
236310,34214701,3,3,1,thailand,4,5,0,0
236311,34214851,3,3,1,india,3,5,0,0
236312,34219451,2,2,1,egypt,5,0,0,0
236313,34229651,2,2,1,singapore,5,0,0,0
236314,34237101,2,2,1,france,2,0,0,0
236315,34238851,2,14,7,switzerland,5,0,0,0
236316,34243451,5,5,1,spain,3,1,0,0
236317,34244001,1,1,1,united kingdom,5,0,0,0
236318,21138451,4,4,1,united states,5,0,0,0
236319,25152251,1,1,1,united states,5,0,0,0
236320,25172601,4,4,1,viet nam,6,7,5,0
236321,25562201,1,1,1,united states,4,0,0,0
236322,25563051,1,2,2,united states,3,3,0,0
236323,25583151,1,2,2,united kingdom,3,0,0,0
236324,25583601,1,1,1,switzerland,7,0,0,0
236325,25586301,0,0,1,india,5,0,0,0
236326,26429251,4,4,1,chile,3,6,5,0
236327,26432251,1,1,1,united states,11,0,0,0
236328,29739351,3,23,6,india,2,3,3,9
236329,29758351,4,9,2,united states,3,5,7,6
236330,29759401,1,41,22,germany,7,2,4,7
236331,29816851,3,3,1,india,4,2,4,0
236332,33966451,1,2,2,india,2,4,0,0
236333,33967651,2,2,1,united states,4,0,0,0
236334,33967701,1,2,2,india,4,0,0,0
236335,25593901,1,1,1,united states,5,0,0,0
236336,25598501,1,1,1,south korea,5,0,0,0
236339,26447501,1,1,1,united states,3,0,0,0
236340,26684001,2,6,3,turkey,3,7,3,4
236341,28416401,2,35,14,jordan,7,3,3,7
236342,28423651,2,2,1,india,5,0,0,0
236343,28428801,0,0,1,nepal,5,0,0,0
236344,28434901,1,6,5,netherlands,7,5,0,0
236345,28445051,2,10,4,united states,4,5,6,5
236346,28460101,4,4,1,india,4,6,5,7
236347,28472901,0,0,1,china,5,0,0,0
236348,28478751,1,1,1,india,5,0,0,0
236349,36137751,7,7,1,germany,5,0,0,0
236350,36141651,2,4,2,france,5,0,0,0
236351,36143101,3,7,2,canada,2,4,5,0
236352,36171351,2,4,2,india,3,5,0,0
236353,11358601,1,13,9,india,5,2,4,3
236354,25198101,2,5,2,france,5,0,0,0
236355,25228301,1,10,6,united states,4,2,3,4
236356,25237901,3,7,2,brazil,5,0,0,0
236357,25241601,1,1,1,south africa,3,0,0,0
236358,25242651,2,8,3,united states,3,3,3,6
236359,25255851,6,6,1,india,7,3,7,5
236360,25599501,3,6,2,united kingdom,3,7,5,0
236361,25599801,1,3,2,canada,5,0,0,0
236362,25622501,3,3,1,india,6,5,0,0
236363,25624551,2,2,1,india,7,0,0,0
236372,26448351,0,0,1,united states,4,0,0,0
236374,11378201,1,3,3,china,5,0,0,0
236375,11380851,3,3,1,belgium,3,7,3,0
236376,11386401,3,7,2,united states,5,6,5,6
236377,11391251,2,4,2,india,3,5,0,0
236378,11391501,1,1,1,romania,4,0,0,0
236379,21148701,2,14,5,netherlands,3,5,0,0
236380,21160801,9,18,2,argentina,8,9,9,9
236381,21161751,2,7,3,australia,6,7,3,7
236386,26456151,1,1,1,united states,5,0,0,0
236387,26474851,1,1,1,sweden,4,0,0,0
236388,28446901,1,3,2,united arab emirates,5,0,0,0
236389,29620351,6,6,1,poland,7,3,5,0
236390,29846851,2,5,2,united states,3,3,5,0
236391,29848001,1,1,1,netherlands,5,0,0,0
236396,29874201,1,3,2,france,7,3,7,0
236397,33971352,2,2,1,india,3,4,0,0
236398,26481501,3,3,1,india,7,5,0,0
236399,26517151,3,3,1,united states,7,0,0,0
236400,26517351,4,14,3,india,6,1,5,1
236401,26527001,1,3,2,india,3,5,0,0
236402,26535201,1,1,1,spain,7,0,0,0
236403,26548001,2,2,1,viet nam,5,0,0,0
236404,26579801,2,26,10,italy,5,7,5,7
236405,26580951,2,7,3,india,5,0,0,0
236406,26584651,1,3,3,malaysia,3,4,0,0
236407,26687201,2,4,2,india,6,5,0,0
236408,28485501,2,5,2,pakistan,3,0,0,0
236409,28486651,2,4,2,india,3,5,1,5
236410,28487301,5,10,2,united states,7,9,9,9
236411,28489751,2,5,2,india,3,6,7,5
236412,34251401,5,5,1,india,7,5,0,0
236413,34256351,1,1,1,south korea,7,0,0,0
236414,34267151,0,2,4,switzerland,15,3,4,0
236415,34268801,0,1,3,india,3,4,0,0
236416,34271651,1,1,1,poland,1,0,0,0
236417,34273401,1,4,4,singapore,3,3,3,0
236419,11403301,1,1,1,brazil,5,0,0,0
236420,11407201,2,2,1,united states,3,5,0,0
236421,11410251,4,4,1,spain,3,1,5,0
236422,11413751,0,1,2,india,5,3,0,0
236423,11422851,1,1,1,brazil,4,0,0,0
236424,11423701,4,18,4,india,9,9,9,9
236425,11454601,4,4,1,brazil,3,7,5,0
236426,11458101,0,1,2,united kingdom,4,0,0,0
236427,11483601,3,3,1,india,3,6,5,0
236429,28462251,0,0,1,united states,5,0,0,0
236430,28503301,2,4,2,united states,7,2,7,0
236431,28519751,3,3,1,uzbekistan,3,6,5,0
236432,28526001,3,6,2,united states,8,14,4,0
236433,28529451,0,1,2,australia,5,0,0,0
236434,29625351,3,9,3,india,8,6,4,0
236435,29630701,0,0,1,netherlands,4,0,0,0
236436,29633201,9,9,1,switzerland,3,8,14,5
236437,34299101,1,2,2,singapore,7,4,0,0
236438,36190001,1,10,7,taiwan province of china,3,3,0,0
236439,36193151,2,12,6,singapore,6,6,7,6
236440,36194051,1,3,2,india,5,0,0,0
236441,29647501,1,1,1,sweden,5,0,0,0
236443,29666251,1,1,1,india,5,0,0,0
236444,29666651,1,1,1,malaysia,5,0,0,0
236445,29669601,5,10,2,kenya,3,6,2,4
236446,29671801,6,12,2,jordan,5,0,0,0
236447,33983601,4,4,1,india,2,4,5,0
236448,36221401,0,0,1,netherlands,5,0,0,0
236449,36234701,2,2,1,united kingdom,5,0,0,0
236451,36259901,2,10,5,united states,1,4,0,0
236452,36269701,2,2,1,india,2,4,0,0
236453,36270854,2,2,1,united states,2,0,0,0
236454,36270858,3,3,1,united states,2,4,0,0
236455,36276251,0,0,1,united states,4,0,0,0
236456,36278055,1,1,1,germany,4,0,0,0
236457,36279151,2,5,2,united kingdom,2,0,0,0
236458,36279401,0,0,1,israel,4,0,0,0
236459,36280251,2,2,1,russian federation,2,4,0,0
236460,36287001,0,0,1,singapore,4,0,0,0
236461,36298301,1,1,1,italy,4,0,0,0
236466,26585801,4,8,2,india,7,6,7,5
236467,28468101,3,3,1,india,3,7,5,0
236468,28488201,1,1,1,united states,5,0,0,0
236469,28488951,7,7,1,serbia,7,6,8,4
236470,28489101,2,7,3,malaysia,7,2,4,0
236471,28496251,0,0,1,india,5,0,0,0
236472,29683851,1,1,1,australia,5,0,0,0
236473,29702301,2,8,4,nepal,9,9,6,9
236474,29704451,1,1,1,india,5,0,0,0
236475,29728151,2,2,1,united states,5,0,0,0
236476,33985701,3,3,1,united states,5,7,5,0
236477,33991601,0,0,1,singapore,5,0,0,0
236478,33991701,1,5,3,india,4,6,4,0
236480,36301051,0,0,1,india,3,0,0,0
236481,36301201,1,1,1,united kingdom,4,0,0,0
236482,36304951,1,1,1,norway,4,0,0,0
236483,36334251,1,2,2,hong kong,5,0,0,0
236485,25296901,5,5,1,india,7,5,0,0
236486,25319351,2,8,4,india,7,5,3,5
236487,25333151,0,0,1,colombia,6,0,0,0
236488,25381301,2,2,1,india,5,0,0,0
236489,25381451,1,3,2,mexico,6,3,5,0
236493,26585951,1,1,1,united states,6,0,0,0
236494,26589701,3,3,1,united states,5,0,0,0
236495,26592851,4,4,1,united states,3,7,5,0
236496,26595001,0,0,1,germany,5,0,0,0
236497,26604751,3,3,1,ireland,6,5,0,0
236498,26607151,1,2,2,united states,5,7,0,0
236499,28506951,1,7,4,united states,6,5,3,5
236500,28515451,1,3,2,pakistan,6,7,0,0
236501,28518001,2,5,2,india,5,3,3,3
236502,28528501,1,3,2,switzerland,5,0,0,0
236503,28532351,1,1,1,austria,5,0,0,0
236504,34001401,1,1,1,united kingdom,5,0,0,0
236505,34002251,4,46,10,india,3,6,7,3
236506,34007551,1,1,1,india,4,0,0,0
236507,34019501,1,11,10,india,4,2,4,0
236508,34020851,3,3,1,india,4,0,0,0
236509,11485951,1,1,1,india,5,0,0,0
236510,25274954,1,4,3,australia,5,0,0,0
236511,25285751,1,1,1,singapore,1,0,0,0
236512,25291201,1,5,4,united states,3,3,4,4
236513,25297851,1,3,2,canada,5,0,0,0
236515,25308701,3,3,1,kenya,6,5,0,0
236516,25320651,2,2,1,united states,3,3,0,0
236517,25336101,1,1,1,united states,5,0,0,0
236518,25337651,1,1,1,germany,3,0,0,0
236519,25345201,1,1,1,france,5,0,0,0
236520,25347651,3,3,1,united kingdom,6,5,0,0
236521,25347701,2,4,2,malaysia,2,5,0,0
236525,26611351,6,6,1,united states,2,4,3,4
236526,26614801,1,1,1,india,5,0,0,0
236527,26629701,1,3,2,united states,5,0,0,0
236528,28535651,4,57,12,thailand,3,6,3,6
236529,29875051,1,3,3,united states,3,5,0,0
236530,29902451,0,0,1,united states,4,0,0,0
236538,21171851,0,0,1,brazil,4,0,0,0
236539,25351651,2,4,2,united states,6,0,0,0
236540,25384451,1,1,1,austria,5,0,0,0
236541,25389451,0,0,1,poland,5,0,0,0
236542,25391051,0,0,1,united states,3,0,0,0
236543,25398401,1,2,2,canada,3,7,0,0
236544,25405851,1,1,1,oman,5,0,0,0
236545,25407601,2,6,3,india,8,14,7,5
236546,25630174,3,10,3,pakistan,5,5,5,0
236548,34301103,0,0,1,india,5,0,0,0
236549,34304201,0,0,1,united states,5,0,0,0
236550,34310851,2,2,1,mexico,6,4,0,0
236551,34323751,1,1,1,united kingdom,4,0,0,0
236552,34343551,3,9,3,india,2,4,0,0
236553,34361801,0,0,1,japan,4,0,0,0
236554,34366651,1,3,2,india,6,0,0,0
236556,11528251,1,6,4,india,3,7,0,0
236557,11535751,1,1,1,united states,5,0,0,0
236558,11546101,2,5,2,india,3,6,7,0
236559,11563651,1,1,1,ireland,5,0,0,0
236560,21191301,7,7,1,malaysia,6,3,3,3
236561,21208951,2,2,1,united kingdom,5,0,0,0
236562,21211551,1,6,4,poland,5,4,0,0
236563,21235601,2,4,2,austria,5,0,0,0
236571,28553151,2,7,3,netherlands,3,3,8,2
236572,28554501,2,2,1,nigeria,6,5,0,0
236573,28569451,3,3,1,india,7,5,0,0
236575,28571351,4,4,1,germany,5,0,0,0
236576,28586401,1,4,4,india,3,0,0,0
236577,28596151,3,7,2,india,7,5,7,0
236578,28602201,1,1,1,india,5,0,0,0
236579,11579051,1,2,2,germany,7,4,0,0
236580,11595951,1,1,1,germany,4,0,0,0
236581,25425201,1,1,1,united states,5,0,0,0
236588,26640810,1,14,14,united states,3,3,3,3
236590,26688951,1,5,3,iran (islamic republic of),1,3,5,0
236591,26694601,0,0,1,india,4,0,0,0
236592,26706351,0,0,2,india,5,4,0,0
236593,26712851,1,1,1,india,5,0,0,0
236594,26717251,0,0,1,india,5,0,0,0
236595,28538951,1,2,2,india,5,0,0,0
236596,29728401,2,2,1,united states,5,0,0,0
236599,29744101,1,2,2,bulgaria,5,0,0,0
236600,29750401,2,4,2,india,7,5,0,0
236601,29908501,1,5,4,united states,4,7,5,0
236602,29924451,2,4,2,ukraine,5,0,0,0
236603,29927851,0,0,1,germany,5,0,0,0
236604,34370301,5,10,2,india,6,7,8,3
236605,25399701,4,4,1,united states,4,0,0,0
236606,25429701,3,20,6,singapore,6,3,7,3
236607,25433151,0,0,1,united states,5,0,0,0
236608,25435051,2,2,1,thailand,5,0,0,0
236609,25437451,2,2,1,italy,5,0,0,0
236610,25444951,5,22,4,bangladesh,9,9,9,9
